OrderDate,CategoryName,Quantity,ZScore,ZScore_Anomaly
2014-04-01,Mother Board,0.0,-0.4813857378258298,False
2014-05-01,Mother Board,0.0,-0.4813857378258298,False
2014-06-01,Mother Board,0.0,-0.4813857378258298,False
2014-07-01,Mother Board,0.0,-0.4813857378258298,False
2014-08-01,Mother Board,0.0,-0.4813857378258298,False
2014-09-01,Mother Board,0.0,-0.4813857378258298,False
2014-10-01,Mother Board,0.0,-0.4813857378258298,False
2014-11-01,Mother Board,0.0,-0.4813857378258298,False
2014-12-01,Mother Board,0.0,-0.4813857378258298,False
2015-01-01,Mother Board,0.0,-0.4813857378258298,False
2015-02-01,Mother Board,0.0,-0.4813857378258298,False
2015-03-01,Mother Board,0.0,-0.4813857378258298,False
2015-04-01,Mother Board,0.0,-0.4813857378258298,False
2015-05-01,Mother Board,96.0,0.3851085902606638,False
2015-06-01,Mother Board,0.0,-0.4813857378258298,False
2015-07-01,Mother Board,0.0,-0.4813857378258298,False
2015-08-01,Mother Board,0.0,-0.4813857378258298,False
2015-09-01,Mother Board,0.0,-0.4813857378258298,False
2015-10-01,Mother Board,58.0,0.042121252059760084,False
2015-11-01,Mother Board,0.0,-0.4813857378258298,False
2015-12-01,Mother Board,41.0,-0.11132045187222316,False
2016-01-01,Mother Board,0.0,-0.4813857378258298,False
2016-02-01,Mother Board,45.0,-0.07521652153528592,False
2016-03-01,Mother Board,0.0,-0.4813857378258298,False
2016-04-01,Mother Board,0.0,-0.4813857378258298,False
2016-05-01,Mother Board,233.0,1.621668204300764,False
2016-06-01,Mother Board,557.0,4.54608656159268,True
2016-07-01,Mother Board,60.0,0.0601732172282287,False
2016-08-01,Mother Board,169.0,1.0440053189097682,False
2016-09-01,Mother Board,140.0,0.7822518239669732,False
2016-10-01,Mother Board,327.0,2.4701105672187893,False
2016-11-01,Mother Board,146.0,0.8364077194723791,False
2016-12-01,Mother Board,0.0,-0.4813857378258298,False
2017-01-01,Mother Board,61.0,0.069199199812463,False
2017-02-01,Mother Board,393.0,3.0658254177782536,True
2017-03-01,Mother Board,0.0,-0.4813857378258298,False
2017-04-01,Mother Board,0.0,-0.4813857378258298,False
2017-05-01,Mother Board,0.0,-0.4813857378258298,False
2017-06-01,Mother Board,59.0,0.05114723464399439,False
2017-07-01,Mother Board,0.0,-0.4813857378258298,False
2017-08-01,Mother Board,230.0,1.594590256548061,False
2017-09-01,Mother Board,187.0,1.2064730054259858,False
2017-10-01,Mother Board,0.0,-0.4813857378258298,False
2017-11-01,Mother Board,78.0,0.22264090374444626,False
2013-06-01,RAM,0.0,-0.35330480072261583,False
2013-07-01,RAM,0.0,-0.35330480072261583,False
2013-08-01,RAM,0.0,-0.35330480072261583,False
2013-09-01,RAM,0.0,-0.35330480072261583,False
2013-10-01,RAM,0.0,-0.35330480072261583,False
2013-11-01,RAM,0.0,-0.35330480072261583,False
2013-12-01,RAM,0.0,-0.35330480072261583,False
2014-01-01,RAM,0.0,-0.35330480072261583,False
2014-02-01,RAM,0.0,-0.35330480072261583,False
2014-03-01,RAM,0.0,-0.35330480072261583,False
2014-04-01,RAM,0.0,-0.35330480072261583,False
2014-05-01,RAM,0.0,-0.35330480072261583,False
2014-06-01,RAM,0.0,-0.35330480072261583,False
2014-07-01,RAM,0.0,-0.35330480072261583,False
2014-08-01,RAM,0.0,-0.35330480072261583,False
2014-09-01,RAM,0.0,-0.35330480072261583,False
2014-10-01,RAM,0.0,-0.35330480072261583,False
2014-11-01,RAM,0.0,-0.35330480072261583,False
2014-12-01,RAM,0.0,-0.35330480072261583,False
2015-01-01,RAM,0.0,-0.35330480072261583,False
2015-02-01,RAM,0.0,-0.35330480072261583,False
2015-03-01,RAM,0.0,-0.35330480072261583,False
2015-04-01,RAM,0.0,-0.35330480072261583,False
2015-05-01,RAM,0.0,-0.35330480072261583,False
2015-06-01,RAM,126.0,1.668466321326735,False
2015-07-01,RAM,0.0,-0.35330480072261583,False
2015-08-01,RAM,0.0,-0.35330480072261583,False
2015-09-01,RAM,0.0,-0.35330480072261583,False
2015-10-01,RAM,61.0,0.6254891551901651,False
2015-11-01,RAM,0.0,-0.35330480072261583,False
2015-12-01,RAM,0.0,-0.35330480072261583,False
2016-01-01,RAM,0.0,-0.35330480072261583,False
2016-02-01,RAM,0.0,-0.35330480072261583,False
2016-03-01,RAM,0.0,-0.35330480072261583,False
2016-04-01,RAM,0.0,-0.35330480072261583,False
2016-05-01,RAM,0.0,-0.35330480072261583,False
2016-06-01,RAM,233.0,3.3853671948130883,True
2016-07-01,RAM,0.0,-0.35330480072261583,False
2016-08-01,RAM,0.0,-0.35330480072261583,False
2016-09-01,RAM,0.0,-0.35330480072261583,False
2016-10-01,RAM,82.0,0.962451008865057,False
2016-11-01,RAM,0.0,-0.35330480072261583,False
2016-12-01,RAM,0.0,-0.35330480072261583,False
2017-01-01,RAM,143.0,1.941244964777838,False
2017-02-01,RAM,334.0,5.0059932529637585,True
2017-03-01,RAM,130.0,1.732649531550524,False
2017-04-01,RAM,0.0,-0.35330480072261583,False
2017-05-01,RAM,0.0,-0.35330480072261583,False
2017-06-01,RAM,0.0,-0.35330480072261583,False
2017-07-01,RAM,0.0,-0.35330480072261583,False
2017-08-01,RAM,80.0,0.9303594037531625,False
2017-09-01,RAM,0.0,-0.35330480072261583,False
2017-10-01,RAM,0.0,-0.35330480072261583,False
2017-11-01,RAM,0.0,-0.35330480072261583,False
2013-06-01,Storage,119.0,0.16874506965294295,False
2013-07-01,Storage,0.0,-0.5624456367461207,False
2013-08-01,Storage,0.0,-0.5624456367461207,False
2013-09-01,Storage,0.0,-0.5624456367461207,False
2013-10-01,Storage,0.0,-0.5624456367461207,False
2013-11-01,Storage,0.0,-0.5624456367461207,False
2013-12-01,Storage,0.0,-0.5624456367461207,False
2014-01-01,Storage,0.0,-0.5624456367461207,False
2014-02-01,Storage,0.0,-0.5624456367461207,False
2014-03-01,Storage,0.0,-0.5624456367461207,False
2014-04-01,Storage,0.0,-0.5624456367461207,False
2014-05-01,Storage,0.0,-0.5624456367461207,False
2014-06-01,Storage,0.0,-0.5624456367461207,False
2014-07-01,Storage,0.0,-0.5624456367461207,False
2014-08-01,Storage,0.0,-0.5624456367461207,False
2014-09-01,Storage,0.0,-0.5624456367461207,False
2014-10-01,Storage,0.0,-0.5624456367461207,False
2014-11-01,Storage,0.0,-0.5624456367461207,False
2014-12-01,Storage,0.0,-0.5624456367461207,False
2015-01-01,Storage,0.0,-0.5624456367461207,False
2015-02-01,Storage,0.0,-0.5624456367461207,False
2015-03-01,Storage,0.0,-0.5624456367461207,False
2015-04-01,Storage,0.0,-0.5624456367461207,False
2015-05-01,Storage,138.0,0.28548980428808757,False
2015-06-01,Storage,0.0,-0.5624456367461207,False
2015-07-01,Storage,0.0,-0.5624456367461207,False
2015-08-01,Storage,0.0,-0.5624456367461207,False
2015-09-01,Storage,0.0,-0.5624456367461207,False
2015-10-01,Storage,138.0,0.28548980428808757,False
2015-11-01,Storage,0.0,-0.5624456367461207,False
2015-12-01,Storage,240.0,0.912224695487285,False
2016-01-01,Storage,0.0,-0.5624456367461207,False
2016-02-01,Storage,434.0,2.104249880709288,False
2016-03-01,Storage,0.0,-0.5624456367461207,False
2016-04-01,Storage,0.0,-0.5624456367461207,False
2016-05-01,Storage,148.0,0.34693440146447946,False
2016-06-01,Storage,474.0,2.3500282694148553,False
2016-07-01,Storage,83.0,-0.05245548018206791,False
2016-08-01,Storage,138.0,0.28548980428808757,False
2016-09-01,Storage,282.0,1.170292003628131,False
2016-10-01,Storage,311.0,1.3484813354396674,False
2016-11-01,Storage,449.0,2.1964167764738756,False
2016-12-01,Storage,104.0,0.07657817388835508,False
2017-01-01,Storage,205.0,0.6971686053699133,False
2017-02-01,Storage,870.0,4.783234317599975,True
2017-03-01,Storage,69.0,-0.1384779162290166,False
2017-04-01,Storage,133.0,0.2547675056998916,False
2017-05-01,Storage,135.0,0.26705642513517,False
2017-06-01,Storage,0.0,-0.5624456367461207,False
2017-07-01,Storage,0.0,-0.5624456367461207,False
2017-08-01,Storage,117.0,0.15645615021766457,False
2017-09-01,Storage,236.0,0.8876468566167283,False
2017-10-01,Storage,0.0,-0.5624456367461207,False
2017-11-01,Storage,120.0,0.17488952937058214,False
2013-06-01,Video Card,0.0,-0.5878582596775911,False
2013-07-01,Video Card,0.0,-0.5878582596775911,False
2013-08-01,Video Card,0.0,-0.5878582596775911,False
2013-09-01,Video Card,0.0,-0.5878582596775911,False
2013-10-01,Video Card,0.0,-0.5878582596775911,False
2013-11-01,Video Card,0.0,-0.5878582596775911,False
2013-12-01,Video Card,0.0,-0.5878582596775911,False
2014-01-01,Video Card,0.0,-0.5878582596775911,False
2014-02-01,Video Card,0.0,-0.5878582596775911,False
2014-03-01,Video Card,0.0,-0.5878582596775911,False
2014-04-01,Video Card,0.0,-0.5878582596775911,False
2014-05-01,Video Card,0.0,-0.5878582596775911,False
2014-06-01,Video Card,0.0,-0.5878582596775911,False
2014-07-01,Video Card,0.0,-0.5878582596775911,False
2014-08-01,Video Card,0.0,-0.5878582596775911,False
2014-09-01,Video Card,0.0,-0.5878582596775911,False
2014-10-01,Video Card,0.0,-0.5878582596775911,False
2014-11-01,Video Card,0.0,-0.5878582596775911,False
2014-12-01,Video Card,0.0,-0.5878582596775911,False
2015-01-01,Video Card,0.0,-0.5878582596775911,False
2015-02-01,Video Card,0.0,-0.5878582596775911,False
2015-03-01,Video Card,0.0,-0.5878582596775911,False
2015-04-01,Video Card,0.0,-0.5878582596775911,False
2015-05-01,Video Card,138.0,0.8901173648559478,False
2015-06-01,Video Card,49.0,-0.0630698132852476,False
2015-07-01,Video Card,0.0,-0.5878582596775911,False
2015-08-01,Video Card,0.0,-0.5878582596775911,False
2015-09-01,Video Card,0.0,-0.5878582596775911,False
2015-10-01,Video Card,247.0,2.057503908871569,False
2015-11-01,Video Card,0.0,-0.5878582596775911,False
2015-12-01,Video Card,204.0,1.5969752722415533,False
2016-01-01,Video Card,0.0,-0.5878582596775911,False
2016-02-01,Video Card,217.0,1.7362048600599302,False
2016-03-01,Video Card,0.0,-0.5878582596775911,False
2016-04-01,Video Card,0.0,-0.5878582596775911,False
2016-05-01,Video Card,0.0,-0.5878582596775911,False
2016-06-01,Video Card,281.0,2.4216428308580933,False
2016-07-01,Video Card,65.0,0.10828967941429314,False
2016-08-01,Video Card,0.0,-0.5878582596775911,False
2016-09-01,Video Card,92.0,0.3974588233447682,False
2016-10-01,Video Card,0.0,-0.5878582596775911,False
2016-11-01,Video Card,173.0,1.264966255136193,False
2016-12-01,Video Card,207.0,1.6291051771227172,False
2017-01-01,Video Card,233.0,1.907564352759471,False
2017-02-01,Video Card,351.0,3.1713406114185836,True
2017-03-01,Video Card,0.0,-0.5878582596775911,False
2017-04-01,Video Card,123.0,0.7294678404501284,False
2017-05-01,Video Card,246.0,2.0467939405778477,False
2017-06-01,Video Card,0.0,-0.5878582596775911,False
2017-07-01,Video Card,0.0,-0.5878582596775911,False
2017-08-01,Video Card,0.0,-0.5878582596775911,False
2017-09-01,Video Card,146.0,0.9757971112057182,False
2017-10-01,Video Card,46.0,-0.0951997181664115,False
2017-11-01,Video Card,146.0,0.9757971112057182,False
