OrderDate,CategoryName,Quantity,ZScore,ZScore_Anomaly,IQR_Lower,IQR_Upper,IQR_Anomaly
2017-10-01,Mother Board,0.0,-0.4813857378258298,False,-88.125,146.875,False
2017-11-01,Mother Board,78.0,0.2226409037444462,False,-88.125,146.875,False
2013-06-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2013-07-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2013-08-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2013-09-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2013-10-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2013-11-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2013-12-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2014-01-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2014-02-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2014-03-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2014-04-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2014-05-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2014-06-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2014-07-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2014-08-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2014-09-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2014-10-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2014-11-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2014-12-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2015-01-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2015-02-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2015-03-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2015-04-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2015-05-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2015-06-01,RAM,126.0,1.668466321326735,False,0.0,0.0,True
2015-07-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2015-08-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2015-09-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2015-10-01,RAM,61.0,0.6254891551901651,False,0.0,0.0,True
2015-11-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2015-12-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2016-01-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2016-02-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2016-03-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2016-04-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2016-05-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2016-06-01,RAM,233.0,3.3853671948130883,True,0.0,0.0,True
2016-07-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2016-08-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2016-09-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2016-10-01,RAM,82.0,0.962451008865057,False,0.0,0.0,True
2016-11-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2016-12-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2017-01-01,RAM,143.0,1.941244964777838,False,0.0,0.0,True
2017-02-01,RAM,334.0,5.005993252963759,True,0.0,0.0,True
2017-03-01,RAM,130.0,1.732649531550524,False,0.0,0.0,True
2017-04-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2017-05-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2017-06-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2017-07-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2017-08-01,RAM,80.0,0.9303594037531624,False,0.0,0.0,True
2017-09-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2017-10-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2017-11-01,RAM,0.0,-0.3533048007226158,False,0.0,0.0,False
2013-06-01,Storage,119.0,0.1687450696529429,False,-201.75,336.25,False
2013-07-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2013-08-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2013-09-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2013-10-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2013-11-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2013-12-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2014-01-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2014-02-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2014-03-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2014-04-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2014-05-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2014-06-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2014-07-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2014-08-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2014-09-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2014-10-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2014-11-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2014-12-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2015-01-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2015-02-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2015-03-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2015-04-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2015-05-01,Storage,138.0,0.2854898042880875,False,-201.75,336.25,False
2015-06-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2015-07-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2015-08-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2015-09-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2015-10-01,Storage,138.0,0.2854898042880875,False,-201.75,336.25,False
2015-11-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2015-12-01,Storage,240.0,0.912224695487285,False,-201.75,336.25,False
2016-01-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2016-02-01,Storage,434.0,2.104249880709288,False,-201.75,336.25,True
2016-03-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2016-04-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2016-05-01,Storage,148.0,0.3469344014644794,False,-201.75,336.25,False
2016-06-01,Storage,474.0,2.3500282694148558,False,-201.75,336.25,True
2016-07-01,Storage,83.0,-0.0524554801820679,False,-201.75,336.25,False
2016-08-01,Storage,138.0,0.2854898042880875,False,-201.75,336.25,False
2016-09-01,Storage,282.0,1.170292003628131,False,-201.75,336.25,False
2016-10-01,Storage,311.0,1.3484813354396674,False,-201.75,336.25,False
2016-11-01,Storage,449.0,2.196416776473876,False,-201.75,336.25,True
2016-12-01,Storage,104.0,0.076578173888355,False,-201.75,336.25,False
2017-01-01,Storage,205.0,0.6971686053699133,False,-201.75,336.25,False
2017-02-01,Storage,870.0,4.783234317599975,True,-201.75,336.25,True
2017-03-01,Storage,69.0,-0.1384779162290166,False,-201.75,336.25,False
2017-04-01,Storage,133.0,0.2547675056998916,False,-201.75,336.25,False
2017-05-01,Storage,135.0,0.26705642513517,False,-201.75,336.25,False
2017-06-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2017-07-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2017-08-01,Storage,117.0,0.1564561502176645,False,-201.75,336.25,False
2017-09-01,Storage,236.0,0.8876468566167283,False,-201.75,336.25,False
2017-10-01,Storage,0.0,-0.5624456367461207,False,-201.75,336.25,False
2017-11-01,Storage,120.0,0.1748895293705821,False,-201.75,336.25,False
2013-06-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2013-07-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2013-08-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2013-09-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2013-10-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2013-11-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2013-12-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2014-01-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2014-02-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2014-03-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2014-04-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2014-05-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2014-06-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2014-07-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2014-08-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2014-09-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2014-10-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2014-11-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2014-12-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2015-01-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2015-02-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2015-03-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2015-04-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2015-05-01,Video Card,138.0,0.8901173648559478,False,-127.875,213.125,False
2015-06-01,Video Card,49.0,-0.0630698132852476,False,-127.875,213.125,False
2015-07-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2015-08-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2015-09-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2015-10-01,Video Card,247.0,2.057503908871569,False,-127.875,213.125,True
2015-11-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2015-12-01,Video Card,204.0,1.5969752722415531,False,-127.875,213.125,False
2016-01-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2016-02-01,Video Card,217.0,1.7362048600599302,False,-127.875,213.125,True
2016-03-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2016-04-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2016-05-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2016-06-01,Video Card,281.0,2.4216428308580933,False,-127.875,213.125,True
2016-07-01,Video Card,65.0,0.1082896794142931,False,-127.875,213.125,False
2016-08-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2016-09-01,Video Card,92.0,0.3974588233447682,False,-127.875,213.125,False
2016-10-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2016-11-01,Video Card,173.0,1.264966255136193,False,-127.875,213.125,False
2016-12-01,Video Card,207.0,1.6291051771227172,False,-127.875,213.125,False
2017-01-01,Video Card,233.0,1.907564352759471,False,-127.875,213.125,True
2017-02-01,Video Card,351.0,3.171340611418584,True,-127.875,213.125,True
2017-03-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2017-04-01,Video Card,123.0,0.7294678404501284,False,-127.875,213.125,False
2017-05-01,Video Card,246.0,2.046793940577848,False,-127.875,213.125,True
2017-06-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2017-07-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2017-08-01,Video Card,0.0,-0.5878582596775911,False,-127.875,213.125,False
2017-09-01,Video Card,146.0,0.9757971112057182,False,-127.875,213.125,False
2017-10-01,Video Card,46.0,-0.0951997181664115,False,-127.875,213.125,False
2017-11-01,Video Card,146.0,0.9757971112057182,False,-127.875,213.125,False
